REGION,LGA_NAME,WARD,VILLAGE,TECHNOLOGY IN USE,WATERPOINT,STATUS,LATITUDE,LONGITUDE
Coast,Rufiji,Ruaruke,Ruaruke B,Mono,Domestic standpipe m,Not functional,-7.766062189,39.171644966
Coast,Rufiji,Ruaruke,Ruaruke B,Gravity,Domestic standpipe,Functional,-7.768509414,39.175655539
Coast,Rufiji,Ruaruke,Ruaruke B,Mono,Domestic standpipe,Not functional,-7.767611105,39.180035186
Coast,Rufiji,Ruaruke,Ruaruke B,Mono,Domestic standpipe,Not functional,-7.770490809,39.178817725
Coast,Rufiji,Ruaruke,Ruaruke B,Gravity,Domestic standpipe,Not functional,-7.770454725,39.179257534
Coast,Rufiji,Ruaruke,Ruaruke B,Mono,Domestic standpipe,Functional,-7.768414151,39.182518227
Coast,Rufiji,Mlanzi,Mlanzi,Nira/Tanira,Hand pump,Not functional,-7.689977003,39.102511838
Coast,Rufiji,Mlanzi,Mlanzi,Afridev,Hand pump,Not functional,-7.700205944,39.111995525
Coast,Rufiji,Mlanzi,Mlanzi,Afridev,Hand pump,Not functional,-7.716688113,39.070213796
Coast,Rufiji,Bungu,Pagae,Gravity,Domestic standpipe m,Not functional,-7.663156391,39.030192868
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.614608225,39.010894122
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.613411860,39.011901366
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.612660551,39.010878885
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.613931613,39.009945097
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.615007087,39.008569795
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.614780728,39.008247615
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.615732843,39.008627770
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.616593251,39.009574134
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.617755363,39.008672020
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.616330044,39.010177775
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.616617153,39.010544727
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.615500222,39.011186539
Coast,Rufiji,Bungu,Nyambili,Gravity,Domestic standpipe,Not functional,-7.615327486,39.010885621
Coast,Rufiji,Bungu,Bungu A,None,Domestic standpipe,Not functional,-7.624354208,39.050117682
Coast,Kisarawe,Vikumburu,Kitonga Chole,None,Others,Functional,-7.441593213,38.576113648
Coast,Kisarawe,Vukumburu,Kitonga Chole,India Mark III,Hand pump,Not functional,-7.446251256,38.571388672
Coast,Kisarawe,Vikumburu,Vikumburu,Nira/Tanira,Hand pump,Functional,-7.435311534,38.599283671
Coast,Kisarawe,Vikumburu,Mtunani,None,Others,Functional,-7.408856204,38.602999216
Coast,Kisarawe,Vikumburu,Panga la mwingereza,India Mark III,Hand pump,Not functional,-7.386866205,38.621447263
Coast,Kisarawe,Chole,Kwala,India Mark III,Hand pump,Not functional,-7.325134573,38.661301263
Coast,Kisarawe,Chole,Kwala,Nira/Tanira,Hand pump,Not functional,-7.352293659,38.652990999
Coast,Kisarawe,Chole,Chole,Nira/Tanira,Hand pump,Functional,-7.366061419,38.651110849
Coast,Kisarawe,Chole,Chole,Nira/Tanira,Hand pump,Functional,-7.365674018,38.651398663
Coast,Kisarawe,Chole,Chole,India Mark III,Hand pump,Functional,-7.354168825,38.650429613
Coast,Kisarawe,Chole,Kurui,Gravity,Hand pump,Functional,-7.342049281,38.663525155
Coast,Kisarawe,Chole,Kurui,Gravity,Hand pump,Functional,-7.342441213,38.663222828
Coast,Kisarawe,Chole,Kurui,Nira/Tanira,Hand pump,Not functional,-7.342531015,38.663171933
Coast,Mafia,Kiegeani,Kiegeani,Gravity,Domestic standpipe,Functional,-7.973063684,39.737883671
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.976036163,39.739573468
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.972799511,39.740809271
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.970699785,39.740865770
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.970234368,39.740797599
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.969308230,39.740279838
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.968566966,39.741518646
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe m,Functional,-7.969860489,39.743532450
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.971480249,39.744141745
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.970259780,39.748379020
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.972737669,39.744213186
Coast,Mafia,Kiegeani,Kiegeani,Gravity,Domestic standpipe,Non functional >6mo,-7.971025013,39.742115194
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.971321018,39.745737625
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.973493198,39.746684618
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.974434691,39.744273155
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.974877222,39.742880153
Coast,Mafia,Kiegeani,Kiegeani,Submersible,Domestic standpipe,Functional,-7.972224512,39.742700436
Coast,Mafia,Kiegeani,Kiegeani,Gravity,Domestic standpipe,Non functional <3mo,-7.973746861,39.737427646
Coast,Mafia,Kiegeani,Kiegeani,Play pump,Hand pump,Non functional <3mo,-7.959370804,39.688328626
Coast,Mafia,Kiegeani,Kiegeani,Play pump,Hand pump,Functional,-7.968469263,39.694863531
Coast,Mafia,Kiegeani,Kiegeani,Play pump,Hand pump,Functional,-7.976165304,39.704501655
Coast,Mafia,Kiegeani,Kiegeani,Gravity,Hand pump,Functional,-7.973868762,39.711368571
Coast,Mafia,Kiegeani,Kiegeani,Play pump,Hand pump,Functional,-7.965738187,39.714177461
Coast,Mafia,Kiegeani,Kiegeani,Play pump,Hand pump,Functional,-7.969028541,39.722352868
Coast,Rufiji,Ruaruke,Ruaruke B,Afridev,Hand pump,Functional,-7.761256374,39.194432641
Coast,Rufiji,Ruaruke,Ruaruke B,Afridev,Hand pump,Functional,-7.774144724,39.186362168
Coast,Rufiji,Ruaruke,Ruaruke B,Afridev,Hand pump,Functional,-7.867602434,39.123386537
Coast,Rufiji,Ruaruke,Nyamatanga,Nira/Tanira,Hand pump,Not functional,-7.769990296,39.136558701
Coast,Rufiji,Ruaruke,Rungungu,Afridev,Hand pump,Functional,-7.777034172,39.069083182
Coast,Rufiji,Ruaruke,Kilula Tambwe,Nira/Tanira,Hand pump,Not functional,-7.746223827,39.098523531
Coast,Rufiji,Ruaruke,Kilula Tambwe,Nira/Tanira,Hand pump,Not functional,-7.742863853,39.090015139
Coast,Rufiji,Mchukwi,Mchukwi A,Afridev,Hand pump,Functional,-7.757559620,39.004402082
Coast,Rufiji,Mchukwi,Mchukwi A,Nira/Tanira,Hand pump,Functional,-7.753427502,39.008552322
Coast,Rufiji,Mchukwi,Mchukwi A,None,Hand pump,Not functional,-7.755020639,39.018643319
Coast,Rufiji,Mchukwi,Mchukwi A,Nira/Tanira,Hand pump,Functional,-7.778747579,39.031762627
Coast,Rufiji,Mchukwi,Mchukwi A,Gravity,Hand pump,Not functional,-7.778742927,39.031634727
Coast,Rufiji,Mchukwi,Mangwi,Afridev,Hand pump,Not functional,-7.803057606,39.062285966
Coast,Rufiji,Mchukwi,Mangwi,Afridev,Hand pump,Not functional,-7.799612477,39.053878545
Coast,Rufiji,Mchukwi,Mchukwi B,Afridev,Hand pump,Not functional,-7.765283439,39.006819203
Coast,Rufiji,Mchukwi,Mchukwi B,Gravity,Hand pump,Functional,-7.761942995,38.984827449
Coast,Kisarawe,Kurui,Kurui  Mzenga,Gravity,Domestic standpipe,Not functional,-7.059990964,38.744013661
Coast,Kisarawe,Kurui,Kurui Mzenga,Gravity,Domestic standpipe,Functional,-7.058872090,38.746221482
Coast,Kisarawe,Kurui,Kurui Mzenga,Gravity,Hand pump,Functional,-7.058704080,38.746129930
Coast,Kisarawe,Kurui,Kurui primary school,Gravity,Hand pump,Functional,-7.059600793,38.748338506
Coast,Kisarawe,Kurui,Kurui Mzenga,Gravity,Hand pump,Functional,-7.061622672,38.744564100
Coast,Kisarawe,Kurui,Kurui Mzenga,Gravity,Domestic standpipe,Not functional,-7.058242437,38.742213206
Coast,Kisarawe,Kurui,Kurui Mzega,Gravity,Domestic standpipe,Functional,-7.057084395,38.740551425
Coast,Kisarawe,Kurui,Kurui Mzenga,Gravity,Hand pump,Functional,-7.057060626,38.740560279
Coast,Kisarawe,Kurui,Kurui Mzenga,Gravity,Hand pump,Functional,-7.055902198,38.742037694
Coast,Kisarawe,Kurui,Kurui  Mzenga,India Mark III,Hand pump,Not functional,-7.055802970,38.742065085
Coast,Kisarawe,Kurui,Kurui Mzenga,Gravity,Hand pump,Functional,-7.056913431,38.743397524
Coast,Kisarawe,Kurui,Kurui Mzenga,Gravity,Hand pump,Functional,-7.056616539,38.744814720
Coast,Kisarawe,Kurui,Mtakayo,None,Others,Functional,-7.027513175,38.737297643
Coast,Kisarawe,Kurui,Mtakayo,Gravity,Hand pump,Functional,-7.028518443,38.737901219
Coast,Kisarawe,Kurui,Kurui Mzenga,Gravity,Hand pump,Functional,-7.031709466,38.738474018
Coast,Kisarawe,Kurui,Zegero,Gravity,Hand pump,Functional,-7.000104738,38.704542438
Coast,Kisarawe,Kurui,Zegero,Gravity,Domestic standpipe,Not functional,-7.001219642,38.704053293
Coast,Kisarawe,Kurui,Zegero,Gravity,Domestic standpipe,Not functional,-6.999385853,38.703708294
Coast,Kisarawe,Kurui,Zegero,Gravity,Domestic standpipe,Not functional,-6.997288499,38.707736415
Coast,Kisarawe,Mzenga,Vilabwa,None,Others,Functional,-6.973581181,38.718160423
Coast,Kisarawe,Mzenga,Vilabwa,Gravity,Domestic standpipe,Not functional,-6.977740098,38.719658974
Coast,Kisarawe,Mzenga,Vilabwa,Gravity,Domestic standpipe,Not functional,-6.971994413,38.717564942
Coast,Kisarawe,Mzenga,Vlabwa,Gravity,Domestic standpipe,Functional,-6.969707415,38.716447538
Coast,Kisarawe,Mzenga,Vilabwa,Gravity,Domestic standpipe,Not functional,-6.979858304,38.702320352
Coast,Kisarawe,Mzenga,Vilabwa,Gravity,Domestic standpipe,Not functional,-6.983199408,38.703399787
Coast,Kisarawe,Marumbo,Mzenga,Afridev,Hand pump,Not functional,-6.965285929,38.713759299
Coast,Kisarawe,Mzenga,Mitengwe,India mark II,Hand pump,Not functional,-6.948467817,38.709432385
Coast,Kisarawe,Mzenga,Mitengwe,Gravity,Domestic standpipe,Not functional,-6.948122495,38.713403300
Coast,Kisarawe,Mzenga,Mitengwe,Gravity,Domestic standpipe,Not functional,-6.945727852,38.713070809
Coast,Kisarawe,Mzenga,Mitengwe,Gravity,Domestic standpipe,Not functional,-6.944329972,38.713326918
Coast,Kisarawe,Mzenga,Mitengwe,Gravity,Domestic standpipe,Not functional,-6.942635761,38.713712512
Coast,Mafia,Kirongwe,Kirongwe,Play pump,Hand pump,Functional,-7.800661029,39.821884969
Coast,Mafia,Kirongwe,Kirongwe,Play pump,Hand pump,Functional,-7.800482092,39.821660381
Coast,Mafia,Kirongwe,Kirongwe,Play pump,Hand pump,Functional,-7.811877476,39.806648439
Coast,Mafia,Kirongwe,Kirongwe,Play pump,Hand pump,Functional,-7.814985558,39.814419059
Coast,Mafia,Kirongwe,Kirongwe,Play pump,Hand pump,Functional,-7.807250343,39.822538724
Coast,Mafia,Kirongwe,Kirongwe,Play pump,Hand pump,Functional,-7.813972859,39.827326565
Coast,Mafia,Kirongwe,Kirongwe,Gravity,Hand pump,Functional,-7.798969387,39.824050385
Coast,Mafia,Kirongwe,Karibuni,Play pump,Hand pump,Functional,-7.798220168,39.834929475
Coast,Mafia,Karibuni,Karibuni,Play pump,Hand pump,Functional,-7.805040052,39.841507353
Coast,Mafia,Kirongwe,Jimbo,Play pump,Hand pump,Functional,-7.766395082,39.873860782
Coast,Mafia,Kirongwe,Jimbo,Play pump,Hand pump,Functional,-7.786970957,39.860960457
Coast,Mafia,Kirongwe,Jimbo,Play pump,Hand pump,Function need repair,-7.787923838,39.860016977
Coast,Mafia,Kirongwe,Jimbo,Play pump,Hand pump,Functional,-7.805379973,39.852036994
Coast,Mafia,Kirongwe,Jimbo,Play pump,Hand pump,Functional,-7.790586227,39.847814621
Coast,Mafia,Kirongwe,Jimbo,Gravity,Hand pump,Functional,-7.783063279,39.854320399
Coast,Mafia,Kirongwe,Jimbo,Gravity,Hand pump,Functional,-7.782557182,39.848521944
Coast,Mafia,Kirongwe,Jimbo,Submersible,Domestic standpipe,Functional,-7.775371712,39.842987052
Coast,Mafia,Kirongwe,Jimbo,Gravity,Domestic standpipe,Function need repair,-7.775643218,39.842278167
Coast,Mafia,Baleni,Baleni,Gravity,Hand pump,Function need repair,-7.846194771,39.803789993
Coast,Mafia,Baleni,Baleni,Gravity,Hand pump,Not functional,-7.846310666,39.802131541
Coast,Mafia,Baleni,Baleni,Play pump,Hand pump,Functional,-7.866677851,39.806248167
Coast,Mafia,Baleni,Baleni,Gravity,Hand pump,Not functional,-7.855411918,39.808660268
Coast,Mafia,Baleni,Baleni,Gravity,Hand pump,Functional,-7.864476395,39.819510006
Coast,Mafia,Baleni,Baleni,Play pump,Hand pump,Functional,-7.852157815,39.790867096
Coast,Mafia,Baleni,Kifinge,Play pump,Hand pump,Functional,-7.855066322,39.819493838
Coast,Mafia,Baleni,Kifinge,Play pump,Hand pump,Functional,-7.855561785,39.813210612
Coast,Mafia,Baleni,Kifinge,Gravity,Hand pump,Functional,-7.838683976,39.819109111
Coast,Mafia,Baleni,Kifinge,Play pump,Hand pump,Functional,-7.832737621,39.830510102
Coast,Rufiji,Mchukwi,Mkupuka,Nira/Tanira,Hand pump,Functional,-7.832851979,38.953402620
Coast,Rufiji,Mchukwi,Mkupuka,Nira/Tanira,Hand pump,Functional,-7.832996059,38.953386114
Coast,Rufiji,Mchukwi,Mkupuka,Afridev,Hand pump,Functional,-7.838918597,38.948343270
Coast,Rufiji,Kibiti,Kibiti  A,Gravity,Domestic standpipe,Not functional,-7.725344143,38.939112569
Coast,Rufiji,Kibiti,Kibiti  A,Nira/Tanira,Hand pump,Functional,-7.726337609,38.938497865
Coast,Rufiji,Kibiti,Kibiti  A,Afridev,Hand pump,Not functional,-7.726344707,38.938522646
Coast,Rufiji,Kibiti,Kibiti  A,Submersible,Domestic standpipe m,Functional,-7.725783834,38.938537579
Coast,Rufiji,Kibiti,Kibiti  A,Gravity,Domestic standpipe,Functional,-7.723741838,38.938055855
Coast,Rufiji,Kibiti,Kibiti  A,Nira/Tanira,Hand pump,Functional,-7.722362843,38.938751272
Coast,Rufiji,Kibiti,Kibiti  A,Nira/Tanira,Hand pump,Functional,-7.722324295,38.939261024
Coast,Rufiji,Kibiti,Kibiti  A,Nira/Tanira,Hand pump,Functional,-7.722649085,38.940602326
Coast,Rufiji,Kibiti,Kibiti  A,Submersible,Domestic standpipe,Functional,-7.721359222,38.937749380
Coast,Rufiji,Kibiti,Kibiti  A,Gravity,Domestic standpipe,Functional,-7.720607242,38.938817358
Coast,Rufiji,Kibiti,Kibiti  A,Afridev,Hand pump,Not functional,-7.717998835,38.939118710
Coast,Rufiji,Kibiti,Kibiti  A,Nira/Tanira,Hand pump,Functional,-7.732037131,38.940652349
Coast,Rufiji,Kibiti,Kibiti  A,Nira/Tanira,Hand pump,Functional,-7.730121824,38.940663618
Coast,Rufiji,Kibiti,Kibiti  A,Gravity,Domestic standpipe,Not functional,-7.726409653,38.943099232
Coast,Rufiji,Kibiti,Kibiti  B,Afridev,Hand pump,Functional,-7.725019572,38.933331245
Coast,Rufiji,Kibiti,Kibiti  B,Afridev,Hand pump,Not functional,-7.723629227,38.933013604
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.722828283,38.934795207
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.722454337,38.936338084
Coast,Rufiji,Kibiti,Kibiti  B,Submersible,Domestic standpipe,Functional,-7.725169833,38.936028488
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.730688211,38.939230781
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Not functional,-7.729777701,38.937713928
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.721579043,38.935572036
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.721102835,38.935367988
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Not functional,-7.720878131,38.935305506
Coast,Rufiji,Kibiti,Kibiti  B,Submersible,Domestic standpipe,Functional,-7.720931084,38.934991693
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.721214724,38.933282086
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.721254002,38.931125083
Coast,Rufiji,Kibiti,Kibiti  B,Afridev,Hand pump,Functional,-7.719037709,38.937124980
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Not functional,-7.719108720,38.936649466
Coast,Rufiji,Kibiti,Kibiti  B,Submersible,Domestic standpipe,Functional,-7.719332153,38.936386823
Coast,Rufiji,Kibiti,Kibiti  B,Gravity,Domestic standpipe m,Functional,-7.719493594,38.935598366
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.717284205,38.937461328
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.717102869,38.937453266
Coast,Rufiji,Kibiti,Kibiti  B,Afridev,Hand pump,Functional,-7.717251915,38.936903286
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.717137241,38.936260058
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.717758243,38.934263299
Coast,Rufiji,Kibiti,Kibiti  B,Gravity,Hand pump,Functional,-7.716804467,38.935701539
Coast,Rufiji,Kibiti,Kibiti  B,Gravity,Domestic standpipe,Functional,-7.715300788,38.937252825
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.715134204,38.936725414
Coast,Rufiji,Kibiti,Kibiti  B,Nira/Tanira,Hand pump,Functional,-7.799513450,38.950056021
Coast,Rufiji,Dimani,Dimani,Afridev,Hand pump,Not functional,-7.736732073,38.880279955
Coast,Rufiji,Dimani,Dimani,Gravity,Domestic standpipe,Not functional,-7.736845374,38.880254259
Coast,Rufiji,Dimani,Kimbuga,Gravity,Domestic standpipe,Not functional,-7.736776408,38.882784130
Coast,Rufiji,Dimani,Kimbuga,Submersible,Domestic standpipe,Not functional,-7.736453599,38.889223270
Coast,Rufiji,Dimani,Kimbuga,Gravity,Domestic standpipe,Not functional,-7.744878050,38.883525334
Coast,Rufiji,Dimani,Kimbuga,Gravity,Domestic standpipe,Not functional,-7.738864806,38.881058044
Coast,Rufiji,Dimani,Kimbuga,Gravity,Domestic standpipe,Not functional,-7.740560563,38.877387301
Coast,Rufiji,Dimani,Kimbuga,Afridev,Hand pump,Not functional,-7.736357964,38.877903546
Coast,Rufiji,Dimani,Kimbuga,Gravity,Domestic standpipe,Not functional,-7.736458532,38.878023954
Coast,Rufiji,Dimani,Kimbuga,Gravity,Domestic standpipe,Function need repair,-7.737252377,38.878051975
Coast,Rufiji,Dimani,Kimbuga,Mono,Domestic standpipe,Not functional,-7.734776724,38.878607211
Coast,Rufiji,Dimani,Kimbuga,Mono,Domestic standpipe,Not functional,-7.734827646,38.878682047
Coast,Rufiji,Dimani,Kimbuga,Mono,Domestic standpipe,Not functional,-7.734011643,38.880197540
Coast,Rufiji,Dimani,Kimbuga,Afridev,Hand pump,Not functional,-7.734969296,38.881820752
Coast,Rufiji,Dimani,Kimbuga,Mono,Domestic standpipe,Not functional,-7.734934873,38.881797664
Coast,Rufiji,Dimani,Kimbuga,Mono,Domestic standpipe,Not functional,-7.726659044,38.871410524
Coast,Rufiji,Dimani,Kimbuga,Mono,Domestic standpipe,Not functional,-7.718386132,38.882497334
Coast,Rufiji,Dimani,Kimbuga,Mono,Domestic standpipe,Not functional,-7.721934192,38.888966196
Coast,Rufiji,Dimani,Miwaga,Afridev,Hand pump,Not functional,-7.746186394,38.859412457
Coast,Rufiji,Dimani,Miwaga,Afridev,Hand pump,Not functional,-7.741872499,38.860080444
Coast,Rufiji,Dimani,Miwaga,Gravity,Hand pump,Not functional,-7.742022233,38.856513266
Coast,Rufiji,Dimani,Ngulakula,Afridev,Hand pump,Not functional,-7.759923869,38.839577648
Coast,Rufiji,Dimani,Ngulakula,Afridev,Hand pump,Not functional,-7.754542939,38.846788751
Coast,Rufiji,Dimani,Mng'aru,Gravity,Hand pump,Functional,-7.786210419,38.890526362
Coast,Kisarawe,Mzenga,Mitengwe,India Mark III,Hand pump,Not functional,-6.943149479,38.713890498
Coast,Kisarawe,Mzenga,Mitengwe,Gravity,Hand pump,Functional,-6.941516734,38.713875151
Coast,Kisarawe,Mzenga,Mitengwe,Gravity,Domestic standpipe,Not functional,-6.940441535,38.713645570
Coast,Kisarawe,Mzenga,Mitengwe,Gravity,Domestic standpipe,Not functional,-6.939073913,38.711253272
Coast,Kisarawe,Mzenga,Mitengwe,India Mark III,Hand pump,Not functional,-6.942368704,38.711031964
Coast,Kisarawe,Mzenga,Mitengwe,Gravity,Domestic standpipe,Not functional,-6.944293534,38.710520373
Coast,Kisarawe,Mzenga,Mitengwe,Gravity,Domestic standpipe,Not functional,-6.943657359,38.712432885
Coast,Kisarawe,Mzenga,Mzenga A,None,Others,Functional,-6.933512036,38.719877953
Coast,Kisarawe,Mzenga,Mzenga A,India mark II,Hand pump,Not functional,-6.931103891,38.717364813
Coast,Kisarawe,Mzenga,Mzenga A,Gravity,Domestic standpipe,Not functional,-6.933402846,38.717525024
Coast,Kisarawe,Mzenga,Mzenga A,Gravity,Domestic standpipe,Not functional,-6.932889405,38.718642809
Coast,Kisarawe,Mzenga,Mzenga A,Gravity,Domestic standpipe,Not functional,-6.931489739,38.718468665
Coast,Kisarawe,Mzenga,Mzenga A,Gravity,Domestic standpipe,Not functional,-6.933541690,38.720049148
Coast,Kisarawe,Mzenga,Mzenga A,Gravity,Domestic standpipe,Not functional,-6.934062545,38.720962030
Coast,Kisarawe,Mzenga,Mzenga A,Gravity,Domestic standpipe,Functional,-6.932482882,38.721181215
Coast,Kisarawe,Mzenga,Mzenga A,Gravity,Domestic standpipe,Functional,-6.932173631,38.721161024
Coast,Kisarawe,Mzenga,Mzenga A,Gravity,Domestic standpipe,Functional,-6.932187147,38.721303160
