REGION,LGA_NAME,WARD,VILLAGE,TECHNOLOGY IN USE,WATERPOINT,STATUS,LATITUDE,LONGITUDE
Tanga,Mkinga,Bwiti,Bwiti,Gravity,Domestic standpipe,Functional,-4.790071251,38.816783738
Tanga,Mkinga,Bwiti,Bwiti,Gravity,Domestic standpipe,Functional,-4.787449970,38.815715767
Tanga,Mkinga,Bwiti,Bwiti,Gravity,Domestic standpipe,Functional,-4.783005148,38.815110745
Tanga,Muheza,Mpapayu,Kwemnyefu,,,,-5.247539198,38.873963649
Tanga,Muheza,Mpapayu,Kwemnyefu,None,Others,Non functional >3mo,-5.255530460,38.871054192
Tanga,Muheza,Mpapayu,Magoda,,,,-5.183613212,38.856079443
Tanga,Muheza,Mpapayu,Magoda,Nira/Tanira,Hand pump,Non functional <6mo,-5.187027545,38.861646013
Tanga,Muheza,Mpapayu,Magoda,Others,Others,Non functional >6mo,-5.177213786,38.861616520
Tanga,Muheza,Magoroto,Mwembeni,,,,-5.106145241,38.742968951
Tanga,Muheza,Magoroto,Mwembeni,None,Others,Non functional >6mo,-5.106727989,38.742091155
Tanga,Muheza,Magoroto,Soga,India mark II,Hand pump,Non functional >6mo,-5.105028706,38.742495238
Tanga,Muheza,Magoroto,Mwembeni,India mark II,Hand pump,Functional,-5.103541843,38.745281647
Tanga,Muheza,Magoroto,Mgambo,,,,-5.126283736,38.759354142
Tanga,Muheza,Magoroto,Mgambo,India mark II,Hand pump,Functional,-5.126484577,38.759596145
Tanga,Muheza,Magoroto,Mgambo,Nira/Tanira,Hand pump,Functional,-5.122038583,38.762599056
Tanga,Muheza,Magoroto,Mgambo,None,Others,Non functional >6mo,-5.126639120,38.769651771
Tanga,Korogwe DC,Lutindi,Welei,Gravity,Domestic standpipe,Functional,-5.090151516,38.397143917
Tanga,Korogwe DC,Lutindi,Lutindi,Gravity,Domestic standpipe,Functional,-5.071257526,38.370470910
Tanga,Korogwe DC,Lutindi,Lutindi,Gravity,Domestic standpipe,Functional,-5.072343125,38.371191797
Tanga,Lushoto,Malindi,Makose,India mark II,Domestic standpipe,Functional,-4.601118104,38.264692766
Tanga,Lushoto,Malindi,Makose,India mark II,Hand pump,Function need repair,-4.590887907,38.261165476
Tanga,Lushoto,Malindi,Makose,India mark II,Hand pump,Function need repair,-4.593571141,38.264124990
Tanga,Lushoto,Malindi,Makose,Nira/Tanira,Hand pump,Functional,-4.596769158,38.267539011
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.634892524,38.264218121
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.636434997,38.261856760
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Not functional,-4.637697991,38.266148079
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Not functional,-4.638030958,38.267712274
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Not functional,-4.639901408,38.267713787
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.637355774,38.268873518
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.635471292,38.269054349
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.634631880,38.267615389
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Function need repair,-4.636166304,38.268331469
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Function need repair,-4.638374681,38.270696858
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.639634540,38.272557775
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Not functional,-4.642808198,38.275376677
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.644150239,38.275843869
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.645723297,38.276037657
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.645080821,38.278768764
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.648330021,38.271202621
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.646559662,38.273086475
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.647907986,38.273312869
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.648010679,38.275979544
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.647795969,38.277415567
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.647099614,38.281152740
Tanga,Lushoto,Lukozi,Mgwashi,Gravity,Domestic standpipe,Functional,-4.647729401,38.283314082
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.664060366,38.270033022
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.664942692,38.267064751
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Function need repair,-4.662720080,38.270052968
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.661560816,38.270941576
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.662568611,38.271840797
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.665979634,38.271715118
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.665368940,38.270778898
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.669107969,38.273385457
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.672508011,38.274849116
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.670134040,38.277807238
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.667818227,38.279291717
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.666716609,38.278778344
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.664344853,38.280447723
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.663006411,38.283579541
Tanga,Kilindi,Masagalu,Muheza,SWN 80,Hand pump,Functional,-5.707941462,37.294618553
Tanga,Kilindi,Masagalu,Muheza,SWN 80,Hand pump,Non functional <6m,-5.704191169,37.293731484
Tanga,Kilindi,Masagalu,Muheza,None,Hand pump,Not functional,-5.711393619,37.272616516
Tanga,Kilindi,Masagalu,Misheni,SWN 80,Hand pump,Functional,-5.678460279,37.313462025
Tanga,Kilindi,Masagalu,Kigunga,SWN 80,Hand pump,Functional,-5.688247316,37.298059623
Tanga,Kilindi,Masagalu,Kigunga,Nira/Tanira,Hand pump,Functional,-5.684007141,37.297985102
Tanga,Kilindi,Masagalu,Kigunga,SWN 80,Hand pump,Not functional,-5.698781288,37.294359725
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe m,Functional,-4.856025835,38.796457414
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.854157332,38.797460496
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.854076253,38.796745843
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.855370936,38.797639847
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.856901195,38.798583597
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.856877021,38.798824053
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.856240716,38.798805138
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.856687824,38.799099885
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe m,Functional,-4.858085666,38.799529057
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Not functional,-4.858136255,38.799555973
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.858253449,38.798977678
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.859679352,38.799519367
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.860363333,38.799524568
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Not functional,-4.861059360,38.799871854
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.860869612,38.801874057
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.861259352,38.802304609
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.861611439,38.802537997
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.861744008,38.803030305
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.857346972,38.804218477
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.849577607,38.801175947
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.850778566,38.800145550
Tanga,Mkinga,Maramba,Maramba A,Gravity,Domestic standpipe,Functional,-4.854214063,38.804009674
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.862561626,38.802950340
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.863785686,38.804636134
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.866018174,38.803381737
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.865750858,38.803419379
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867177187,38.802204477
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867086635,38.802036642
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867750615,38.802168096
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868357513,38.802748970
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868441675,38.803092456
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868630766,38.803204441
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868722222,38.803140115
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868081714,38.802980713
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867767303,38.803254075
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867229442,38.803297229
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.866981008,38.799341101
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867736030,38.798631086
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.866992980,38.799569956
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867530111,38.800115520
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867827322,38.799866476
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868111379,38.799209909
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868027704,38.800269152
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867899898,38.800339712
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868210815,38.800278999
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867958068,38.800509565
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867441659,38.800470424
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.865915970,38.799568168
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.866779361,38.801149825
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867803367,38.801287218
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867353035,38.800614917
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867266620,38.804729802
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867618061,38.804846413
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.867992525,38.804866456
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868138039,38.805086821
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Non functional >6mo,-4.868364175,38.805252699
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Non functional >6mo,-4.868727334,38.805011805
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.869856212,38.804855314
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.869531232,38.805120633
Tanga,Mkinga,Maramba,Maramba B,Gravity,Domestic standpipe,Functional,-4.868809070,38.805957240
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.844484304,38.823803551
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Non functional >6mo,-4.844534752,38.823085385
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Non functional >6mo,-4.844391774,38.822864345
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Not functional,-4.844549849,38.822753760
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.837799470,38.823109519
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.836826302,38.823997362
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.836329419,38.823276575
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.836493559,38.823227437
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.836008928,38.822658682
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.835444596,38.821917800
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.834910261,38.821580695
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.832682216,38.821754298
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.836457894,38.821406833
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.836486993,38.820921321
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.837033954,38.821864111
Tanga,Mkinga,Maramba,Mbambakofi,Gravity,Domestic standpipe,Functional,-4.837057948,38.822486233
Tanga,Mkinga,Mapatano,Mtakuja,Gravity,Hand pump,Functional,-4.886154580,38.833351216
Tanga,Mkinga,Mapatano,Mtakuja,Gravity,Domestic standpipe,Non functional >6mo,-4.884514316,38.833432032
Tanga,Mkinga,Mapatano,Mtakuja,Gravity,Domestic standpipe,Non functional >6mo,-4.882090676,38.834233788
Tanga,Mkinga,Mapatano,Mtakuja,Gravity,Domestic standpipe,Non functional >6mo,-4.880203703,38.835001058
Tanga,Mkinga,Mapatano,Mtakuja,Gravity,Domestic standpipe,Functional,-4.880235499,38.835050155
Tanga,Mkinga,Mapatano,Mtakuja,Afridev,Hand pump,Non functional >6mo,-4.877205798,38.834360143
Tanga,Mkinga,Mapatano,Mtakuja,Afridev,Hand pump,Non functional >6mo,-4.879991749,38.836368935
Tanga,Mkinga,Mapatano,Mtakuja,Afridev,Hand pump,Non functional >6mo,-4.896791113,38.832041497
Tanga,Mkinga,Mapatano,Mtakuja,Others,Dam,Functional,-4.870129357,38.820938211
Tanga,Muheza,Zirai,Kizeru,,,,-4.959914975,38.657446374
Tanga,Muheza,Zirai,Zirai,,,,-4.983127077,38.655762100
Tanga,Muheza,Misalai,Misalai,,,,-5.023614226,38.632538702
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe,Functional,-5.020860014,38.635098545
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe,Functional,-5.022231045,38.634382271
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe m,Non functional >6mo,-5.022578664,38.634305876
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe m,Functional,-5.024511735,38.633324507
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe m,Functional,-5.022871248,38.632663777
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe,Functional,-5.020437682,38.629845966
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe m,Functional,-5.021240682,38.629713521
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe m,Functional,-5.022484406,38.629659722
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe,Functional,-5.023230769,38.629376808
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe m,Non functional >6mo,-5.034200311,38.629461730
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe m,Non functional >6mo,-5.033765852,38.630140038
Tanga,Muheza,Misalai,Misalai,Gravity,Domestic standpipe,Non functional >6mo,-5.030663664,38.629123417
Tanga,Muheza,Misalai,Mgambo,,,,-5.041826966,38.613399312
Tanga,Korogwe DC,Bungu,Bungu msiga,Gravity,Domestic standpipe,Non functional >6mo,-5.039806064,38.399251872
Tanga,Korogwe DC,Bungu,Bungumsiga,Gravity,Domestic standpipe,Non functional >6mo,-5.040643396,38.401690348
Tanga,Korogwe DC,Bungu,Bungu msiga,Gravity,Domestic standpipe,Non functional >6mo,-5.038846579,38.405024881
Tanga,Korogwe DC,Bungu,Bungu msiga,Gravity,Domestic standpipe,Non functional >6mo,-5.039573206,38.409533947
Tanga,Korogwe DC,Bungu,Ngulu,Gravity,Domestic standpipe,Not functional,-5.025832617,38.363554748
Tanga,Korogwe DC,Bungu,Ngulu,Gravity,Domestic standpipe,Not functional,-5.028305534,38.364212001
Tanga,Korogwe DC,Bungu,Ngulu,Gravity,Domestic standpipe,Not functional,-5.039324739,38.361059389
Tanga,Korogwe DC,Bungu,Ngulu,Gravity,Domestic standpipe,Not functional,-5.036213706,38.364781452
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.661349132,38.284847952
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.664917215,38.282624571
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.664315857,38.286782606
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.660257614,38.285249473
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.659766907,38.283984204
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.660157072,38.287170920
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.661386938,38.287153880
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.661918958,38.288751290
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.660554694,38.288512797
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Function need repair,-4.663407945,38.291105972
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.662507127,38.290819162
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Function need repair,-4.661818443,38.291759344
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.659341557,38.288897725
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.658063837,38.289246162
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.656508922,38.290060124
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Not functional,-4.655577638,38.285633436
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Not functional,-4.653752560,38.288229557
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.653473129,38.291562757
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Functional,-4.652450988,38.294054149
Tanga,Lushoto,Lukozi,Lukozi,Gravity,Domestic standpipe,Function need repair,-4.650312444,38.296628730
Tanga,Lushoto,Lukozi,Ndabwa,Gravity,Domestic standpipe,Functional,-4.667617068,38.287664504
Tanga,Lushoto,Lukozi,Ndabwa,Gravity,Domestic standpipe,Function need repair,-4.670586605,38.288543985
Tanga,Lushoto,Lukozi,Ndabwa,Gravity,Domestic standpipe,Functional,-4.673045110,38.284892139
Tanga,Lushoto,Lukozi,Ndabwa,Gravity,Domestic standpipe,Function need repair,-4.680311456,38.278613200
Tanga,Lushoto,Lukozi,Ndabwa,Gravity,Domestic standpipe,Functional,-4.682649490,38.279573371
Tanga,Lushoto,Lukozi,Ndabwa,Gravity,Domestic standpipe,Functional,-4.680738511,38.280830172
Tanga,Lushoto,Lukozi,Ndabwa,Gravity,Domestic standpipe,Functional,-4.667055115,38.291423439
Tanga,Lushoto,Lukozi,Ndabwa,Gravity,Domestic standpipe,Function need repair,-4.669877497,38.299281572
Tanga,Lushoto,Lukozi,Ndabwa,Nira/Tanira,Hand pump,Functional,-4.689113625,38.290733970
Tanga,Lushoto,Lukozi,Ndabwa,Gravity,Domestic standpipe,Functional,-4.677371747,38.295006308
Tanga,Kilindi,Masagalu,Kwamba,Nira/Tanira,Hand pump,Not functional,-5.671988590,37.264327146
Tanga,Kilindi,Masagalu,Kwamba,SWN 80,Hand pump,Not functional,-5.667807832,37.265882105
Tanga,Kilindi,Masagalu,Kwamba,SWN 80,Hand pump,Not functional,-5.658588882,37.264849153
Tanga,Kilindi,Masagalu,Kwamba,Nira/Tanira,Hand pump,Not functional,-5.652782789,37.264625345
Tanga,Kilindi,Kimbe,Vyadigwa,Submersible,Others,Not functional,-5.783671169,37.532906680
Tanga,Kilindi,Kimbe,Kimbe,Nira/Tanira,Hand pump,Not functional,-5.790965857,37.635115721
Tanga,Kilindi,Kimbe,Kimbe,Nira/Tanira,Hand pump,Functional,-5.785670180,37.639016839
Tanga,Kilindi,Kimbe,Kimbe,SWN 80,Hand pump,Not functional,-5.798853133,37.636041341
Tanga,Kilindi,Kimbe,Kimbe,Gravity,Domestic standpipe,Not functional,-5.794016153,37.635645782
Tanga,Handeni,Kwasunga,Kwandugwa,Nira/Tanira,Hand pump,Functional,-5.920353999,38.440501659
Tanga,Handeni,Kwasunga,Kwasunga,Nira/Tanira,Hand pump,Not functional,-5.978504984,38.425034574
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.805921288,38.661146531
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.806169454,38.661352276
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.805925190,38.660803667
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.805559669,38.660795576
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.804952767,38.661177368
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.804682794,38.661141631
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.804785440,38.660605050
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.804823920,38.660508608
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.804844290,38.660032544
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.804647998,38.659829798
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.805094786,38.660077141
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe m,Not functional,-5.806241301,38.660206044
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.806252524,38.660178288
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.806455637,38.659180048
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.810090633,38.658576947
Tanga,Handeni,Kwamsisi,Mkalamo,Submersible,Domestic standpipe,Not functional,-5.810569094,38.658578090
Tanga,Handeni,Kwamsisi,Kwamsisi,Others,Hand pump,Function need repair,-5.862538724,38.568011499
Tanga,Handeni,Kwamsisi,Kwamsisi,Others,Hand pump,Not functional,-5.861497911,38.574202430
Tanga,Handeni,Kwamsisi,Kwamsisi,Nira/Tanira,Hand pump,Functional,-5.863891862,38.573456720
Tanga,Handeni,Kwamsisi,Kwamsisi,Nira/Tanira,Hand pump,Not functional,-5.862529746,38.574367210
Tanga,Handeni,Kwamsisi,Kwadikabu,Others,Hand pump,Not functional,-5.885370905,38.569238370
Tanga,Handeni,Kwamsisi,Pozo,Afridev,Hand pump,Functional,-5.857851227,38.494070342
Tanga,Muheza,Zirai,Kambai,,,,-4.977834388,38.704281226
Tanga,Muheza,Zirai,Kambai,Gravity,Domestic standpipe,Functional,-4.977827554,38.703607882
Tanga,Muheza,Zirai,Kambai,Gravity,Domestic standpipe,Functional,-4.978486918,38.704022115
Tanga,Muheza,Zirai,Kambai,Gravity,Domestic standpipe,Functional,-4.979492470,38.704234880
Tanga,Muheza,Zirai,Kambai,Gravity,Domestic standpipe,Non functional <3mo,-4.977885685,38.705112692
Tanga,Muheza,Zirai,Kambai,Gravity,Domestic standpipe,Functional,-4.978608235,38.705541244
Tanga,Muheza,Zirai,Kambai,Gravity,Domestic standpipe,Functional,-4.979881856,38.706083842
Tanga,Muheza,Zirai,Kambai,Gravity,Domestic standpipe,Functional,-4.980599593,38.704901310
Tanga,Muheza,Zirai,Kambai,Gravity,Domestic standpipe,Functional,-4.981292352,38.706029212
Tanga,Muheza,Kisiwani,Kisiwani,,,,-5.096262454,38.660328418
Tanga,Muheza,Amani,Mlesa,,,,-5.129767541,38.621585445
Tanga,Muheza,Amani,Shebomeza,,,,-5.110932911,38.622811338
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe m,Functional,-5.107170205,38.611519224
Tanga,Muheza,Amani,Soga,Gravity,Domestic standpipe m,Functional,-5.106583993,38.615797964
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe m,Non functional <6mo,-5.107218541,38.618773383
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe m,Non functional <6mo,-5.105336298,38.619202720
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe,Functional,-5.106583315,38.622732398
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe,Non functional <3mo,-5.114137206,38.619463414
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe,Functional,-5.109405543,38.619896512
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe,Functional,-5.112254087,38.621006748
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe m,Functional,-5.112093950,38.622187991
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe m,Functional,-5.114171663,38.622267100
